"FDR"	"A1"	"A2"	"A3"	"B1"	"B2"	"B3"	"C1"	"C2"	"C3"	"D1"	"D2"	"D3"
"HPRR4320635"	0.8670737435415689	0.8682432432432432	0.9246800731261426	0.9559330379123584	0.9257283545342634	0.9583127775037	1.0	0.5404761904761904	0.21455223880597016	1.0	0.6372599896211728	0.13575129533678756
"HPRR4320634"	1.0	1.0	0.11946050096339114	1.0	0.1649048625792812	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320633"	0.7591019417475728	0.7611464968152867	0.8028735632183908	1.0	0.9445255474452555	0.9009950248756219	0.9033856317093312	0.7121993127147767	0.9590454692034828	1.0	1.0	0.7319770013268465
"HPRR4320632"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320631"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320630"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320295"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320294"	1.0	1.0	1.0	1.0	0.7540500736377025	0.5051679586563308	1.0	1.0	0.6818558409279205	1.0	0.28108581436077057	1.0
"HPRR4320297"	0.9499281264973647	0.9324577861163227	0.9529759947385729	0.8546120952962737	0.8657429526994744	0.9583127775037	0.8329798515376459	0.9042145593869731	0.7247023809523809	1.0	1.0	1.0
"HPRR4320296"	1.0	0.671244635193133	1.0	1.0	0.33060556464811786	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320291"	1.0	1.0	0.07385229540918163	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320562"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320561"	1.0	0.5058670143415906	0.6003824091778203	1.0	0.6976336546888694	1.0	0.5904677846425419	0.8443473511742218	1.0	1.0	1.0	1.0
"HPRR4320560"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320299"	1.0	1.0	0.23440134907251264	0.6441102756892231	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.08279569892473118
"HPRR4320298"	0.48972188633615477	1.0	1.0	1.0	0.59436913451512	0.9257741347905283	0.41687979539641945	1.0	1.0	0.30595667870036103	1.0	0.18900675024108005
"HPRR4320569"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320568"	0.8713369963369964	0.7366841710427607	0.9246800731261426	0.8468864468864469	0.9522402757262433	0.5802047781569966	0.3935309973045822	0.42547033285094066	0.453804347826087	1.0	1.0	0.8705557473248188
"HPRR2310049"	0.9499281264973647	0.9564481006532785	0.9592384671711008	1.0	0.4144927536231884	1.0	0.8872758326216909	0.9607213438735178	0.9596258000984736	0.09590517241379311	1.0	0.611387506909895
"HPRR4350081"	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.9607213438735178	1.0	0.9040783034257749	0.8926447574334898	0.3821949347659248
"HPRR4500051"	1.0	0.948996939816389	0.9588737741221133	0.9298823529411765	0.928655892786756	0.8165717900063251	1.0	1.0	0.9012770137524558	0.3205357142857143	1.0	1.0
"HPRR4320181"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320180"	0.9499281264973647	1.0	0.8860188601886019	1.0	0.24349442379182157	0.7024221453287197	0.9420242384539796	0.8635907723169508	1.0	0.5990888382687927	0.8101119258973369	1.0
"HPRR4320183"	1.0	1.0	0.22491349480968859	1.0	1.0	1.0	0.8594646271510517	0.9059720457433291	0.8495934959349594	0.8909657320872274	0.862738301559792	0.6551378446115288
"HPRR4320182"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320185"	0.9074844074844075	0.9377972923527259	0.845360824742268	0.8295719844357977	0.8543078412391094	0.9427684117125111	0.839442436757873	0.8811156835848194	0.6212624584717608	1.0	1.0	1.0
"HPRR4320184"	1.0	0.08484848484848485	0.2679425837320574	0.8012704174228675	0.2397003745318352	0.1913978494623656	1.0	0.09355509355509356	1.0	1.0	1.0	0.39543726235741444
"HPRR4320187"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320186"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320189"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.27247451343836887	1.0	1.0
"HPRR4320188"	0.5787476280834914	1.0	1.0	1.0	1.0	1.0	0.5088300220750552	1.0	1.0	1.0	0.180188679245283	0.26375545851528387
"HPRR4320369"	0.9074844074844075	0.8986623429266315	0.5992179863147605	1.0	1.0	1.0	1.0	0.9575033200531209	1.0	1.0	1.0	1.0
"HPRR4320368"	1.0	1.0	1.0	1.0	1.0	1.0	0.5066518847006651	1.0	1.0	1.0	1.0	1.0
"HPRR4320361"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR3790306"	0.8939873417721519	0.746995994659546	0.7348193697156034	0.9559330379123584	0.9522402757262433	0.9583127775037	1.0	1.0	1.0	1.0	1.0	0.1746810598626104
"HPRR4320363"	1.0	0.3449367088607595	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320362"	1.0	1.0	1.0	0.029177718832891247	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320365"	0.8446753246753247	0.9419735927727588	0.9429749227069736	0.9559330379123584	1.0	0.78	1.0	0.14757281553398058	1.0	1.0	1.0	0.2539964476021314
"HPRR4320364"	1.0	0.8894148020654045	0.9130769230769231	0.9559330379123584	0.8239475123018043	0.6400404448938322	0.6178660049627791	0.5875	1.0	1.0	0.8895531780994336	1.0
"HPRR4320367"	1.0	1.0	1.0	0.8546120952962737	0.7930582842174198	0.6584205518553758	0.5088300220750552	0.7952755905511811	0.7640297498309668	0.6125481563015961	0.4359504132231405	1.0
"HPRR4320366"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320169"	1.0	1.0	1.0	1.0	1.0	1.0	0.7563704164077066	1.0	1.0	1.0	1.0	1.0
"HPRR4320168"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320163"	0.8935622317596567	0.8973826339842127	0.9246800731261426	0.9157688540646425	0.9522402757262433	0.9583127775037	1.0	1.0	1.0	0.31932021466905186	0.5344517675254643	0.6419437340153452
"HPRR4320162"	0.32339089481946626	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5695906432748538	1.0	1.0	1.0
"HPRR4320161"	1.0	1.0	1.0	1.0	0.8877737226277372	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320160"	1.0	1.0	0.0042643923240938165	0.26124197002141325	1.0	0.1891304347826087	0.15245009074410162	0.7758855585831063	0.41750358680057387	1.0	1.0	1.0
"HPRR4320167"	1.0	1.0	0.2993827160493827	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320166"	0.8973873532752745	0.6515426497277677	0.7737321196358907	1.0	0.7192429022082019	1.0	0.5292908530318602	0.7960655737704918	1.0	1.0	0.13813229571984437	1.0
"HPRR4320165"	0.9499281264973647	0.9564481006532785	0.8611500701262272	0.9158512720156555	0.9522402757262433	0.9583127775037	0.058	0.9607213438735178	0.9492494639027877	0.90976	0.964500130514226	0.9639148494288681
"HPRR4320164"	1.0	1.0	1.0	0.9559330379123584	0.0024937655860349127	0.9583127775037	1.0	0.9607213438735178	1.0	1.0	1.0	0.32820097244732577
"HPRR2441086"	0.823404255319149	0.9564481006532785	0.6875515251442704	0.9559330379123584	1.0	0.9583127775037	0.9365708622398414	0.7667660208643815	1.0	1.0	1.0	0.03337041156840934
"HPRR2990033"	0.9499281264973647	1.0	0.0	0.0	0.0	0.0	1.0	0.9607213438735178	0.9422256688639007	1.0	1.0	1.0
"HPRR3780091"	1.0	1.0	1.0	1.0	1.0	1.0	0.9571606475716065	1.0	1.0	1.0	1.0	1.0
"HPRR4220485"	0.9249756414420266	0.9165372670807453	0.0	0.9559330379123584	1.0	1.0	0.9571606475716065	0.9607213438735178	1.0	1.0	1.0	1.0
"HPRR4320317"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR3920052"	0.0	0.049484536082474224	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR3760008"	0.6175156389633601	0.0	0.0	0.757606490872211	0.0	0.0	1.0	0.7742155525238745	0.741318214032601	1.0	1.0	1.0
"HPRR1951788"	0.9249756414420266	0.9165372670807453	0.0	0.9559330379123584	0.5166461159062885	0.777292576419214	0.9571606475716065	0.9607213438735178	1.0	0.751896474788041	0.460863697705803	0.6811175337186898
"HPRR1470130"	1.0	0.9564481006532785	0.0	0.1598173515981735	1.0	0.2328767123287671	0.0021141649048625794	0.9607213438735178	0.6212624584717608	1.0	1.0	1.0
"HPRR3450023"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR3450022"	0.9499281264973647	0.9564481006532785	0.9592384671711008	0.266384778012685	0.9314176245210728	1.0	0.9571606475716065	0.9607213438735178	0.9596258000984736	1.0	1.0	1.0
"HPRR4390367"	0.0	0.0	0.0	0.0	0.0	0.0	0.0021141649048625794	0.0	0.0	0.134375	0.3687150837988827	0.5229993698802773
"HPRR2390061"	0.0	0.0	0.0	0.8546120952962737	0.8020214030915577	0.8859060402684564	0.0021141649048625794	0.0	0.0	1.0	0.6615	0.19942748091603055
"HPRR4340099"	1.0	1.0	0.3191489361702128	1.0	0.3905775075987842	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4420088"	1.0	1.0	1.0	0.9255571360834519	0.8200789622109419	0.9583127775037	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4340098"	1.0	1.0	0.8153104925053534	0.7247007616974973	0.5903225806451613	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4110155"	0.26633986928104575	0.24199288256227758	0.48737373737373735	0.7338129496402878	0.15483870967741936	0.5910112359550562	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4340091"	0.12218045112781954	1.0	1.0	1.0	0.546189376443418	0.2263779527559055	1.0	1.0	0.04468085106382979	1.0	1.0	1.0
"HPRR3720352"	0.0	0.0	0.0	0.0	0.0	0.0	0.6213991769547325	0.8973214285714286	0.9492494639027877	0.8675983817579993	0.725507900677201	0.6768707482993197
"HPRR4340092"	0.8580775037745345	0.8224719101123595	1.0	1.0	1.0	0.9583127775037	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4340097"	1.0	1.0	0.5108173076923077	1.0	0.5142857142857142	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR2050032"	0.0	0.0	0.80413555427915	0.8797968397291196	0.7192429022082019	0.8859060402684564	0.0021141649048625794	0.0	0.0	0.08652792990142388	0.6216216216216216	1.0
"HPRR4450069"	0.771513353115727	1.0	1.0	0.0	0.5923566878980892	0.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR3730168"	0.0	0.0	0.0	0.0	0.0	0.0	0.8007968127490039	0.0	0.0	1.0	1.0	1.0
"HPRR3880146"	0.8939873417721519	1.0	0.9246800731261426	0.9559330379123584	1.0	0.6239224137931034	0.5893805309734513	0.7628787878787879	0.9159159159159159	0.45962732919254656	0.7264533573681838	0.34455128205128205
"HPRR2890041"	0.0	0.9564481006532785	0.0	0.9559330379123584	0.0	0.9583127775037	1.0	0.0	0.0	0.6082130965593785	0.4911937377690802	0.7579672695951766
"HPRR1370013"	0.0	0.0	0.0	0.9559330379123584	0.8721910112359551	0.9583127775037	0.0021141649048625794	0.0	0.0	0.7985732270247587	0.4911937377690802	0.6725060827250608
"HPRR4320628"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6605934409161894	0.5389150943396226	0.7082179132040628
"HPRR4320629"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.567938021454112	1.0	1.0
"HPRR4320624"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320625"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320626"	0.639589905362776	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.07203389830508475	1.0
"HPRR4320627"	0.8939873417721519	0.6368715083798883	0.8628624022089277	0.9559330379123584	0.9522402757262433	0.8666666666666667	0.9549156486329261	0.785234899328859	0.9017595307917888	0.0939524838012959	0.7943628423977769	0.6280423280423281
"HPRR4320620"	0.3885630498533724	1.0	0.6051379638439581	0.8058671268334772	1.0	1.0	0.4478908188585608	1.0	0.5607142857142857	1.0	1.0	1.0
"HPRR4320621"	1.0	1.0	0.6220984215413184	1.0	1.0	1.0	1.0	1.0	1.0	0.6125481563015961	1.0	0.5665671641791045
"HPRR3890559"	0.9499281264973647	0.0	0.9592384671711008	0.0	0.9522402757262433	0.0	0.9571606475716065	0.9607213438735178	0.9596258000984736	1.0	1.0	1.0
"HPRR4320623"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.2579505300353357	1.0	1.0	1.0	1.0
"HPRR4320574"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8726985796948974	1.0	1.0	1.0
"HPRR4320575"	0.8202866593164277	1.0	0.4248633879781421	0.8111587982832618	0.23047619047619047	0.1962809917355372	0.8610722610722611	1.0	1.0	1.0	1.0	0.11404435058078141
"HPRR4320576"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320577"	0.4496732026143791	1.0	1.0	0.9559330379123584	1.0	0.8859060402684564	0.6191261335531739	0.8635907723169508	0.9392486011191047	0.6933333333333334	0.6199575371549894	0.606430155210643
"HPRR4320570"	1.0	1.0	1.0	1.0	0.8512720156555773	0.7935142289874255	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320571"	0.12734082397003746	1.0	1.0	1.0	1.0	0.4055232558139535	1.0	1.0	1.0	0.14772727272727273	0.1812206572769953	0.21608980355472404
"HPRR4320572"	1.0	0.1262135922330097	0.27917981072555204	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320573"	0.2598684210526316	1.0	1.0	1.0	1.0	0.3503184713375796	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320578"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR3790889"	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.7674247982391783	1.0	1.0	1.0	1.0
"HPRR2310052"	0.9499281264973647	0.9564481006532785	0.0	0.9559330379123584	0.9522402757262433	0.9583127775037	0.0021141649048625794	0.0	0.0	1.0	1.0	1.0
"HPRR4060158"	0.0	0.0	0.0	0.0	0.0	0.0	0.0021141649048625794	0.0	0.0	0.6125481563015961	0.4082668600435098	0.6581581581581581
"HPRR3760765"	0.0	0.9564481006532785	0.0	0.0	0.9522402757262433	0.0	0.5881818181818181	0.0	0.0	1.0	0.5622119815668203	0.5715116279069767
"HPRR4350096"	1.0	1.0	0.4124137931034483	0.6282051282051282	0.7421576128538638	0.82375	0.31790123456790126	1.0	1.0	1.0	1.0	1.0
"HPRR4310001"	1.0	1.0	0.27917981072555204	1.0	1.0	1.0	1.0	0.06209850107066381	1.0	1.0	1.0	1.0
"HPRR4320196"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.43543307086614175	0.7996070726915521	1.0
"HPRR4320197"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320194"	1.0	0.8683068017366136	0.4594953519256308	0.8363636363636363	0.8428714859437751	0.6869409660107334	1.0	0.4050073637702504	1.0	0.465979381443299	0.20221606648199447	0.20512820512820512
"HPRR4320195"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320192"	0.137546468401487	0.746995994659546	1.0	0.30628803245436104	0.714765100671141	0.9155405405405406	0.0905587668593449	0.7313677313677314	1.0	1.0	1.0	1.0
"HPRR4320193"	1.0	1.0	1.0	1.0	0.2054263565891473	0.7503828483920367	0.35704323570432356	0.0819327731092437	1.0	1.0	1.0	1.0
"HPRR4320190"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320191"	1.0	1.0	0.44579945799457993	0.9559330379123584	0.9182046979865772	0.9583127775037	1.0	1.0	0.837708830548926	0.9121686362184606	0.5924092409240924	0.7305814469596094
"HPRR3770042"	0.0	0.0	0.0	0.0	0.0	0.0	0.0021141649048625794	0.7742155525238745	0.0	1.0	1.0	1.0
"HPRR4320198"	1.0	1.0	1.0	0.9559330379123584	0.4720744680851064	0.9568517778665602	1.0	1.0	1.0	1.0	0.6769759450171822	0.33735909822866345
"HPRR4320199"	0.7742316784869976	0.7373949579831933	0.5365296803652968	0.85	0.9314176245210728	0.7860026917900403	0.6086956521739131	0.8033980582524272	1.0	0.6178239475123019	0.6995708154506438	0.8448892065761258
"HPRR4320378"	0.9089650398061613	1.0	1.0	1.0	0.6180215475024485	0.6057906458797327	0.7438485804416404	0.7742155525238745	0.9159159159159159	1.0	1.0	0.5793966989186112
"HPRR4320379"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320376"	1.0	0.8894148020654045	0.9246800731261426	0.0737913486005089	0.10755148741418764	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320377"	0.757020757020757	0.8432601880877743	0.7577639751552795	1.0	0.4601889338731444	0.5392038600723763	0.40745672436750996	1.0	1.0	1.0	1.0	1.0
"HPRR4320374"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320375"	0.9421231816774992	1.0	1.0	1.0	1.0	0.9583127775037	1.0	1.0	1.0	1.0	1.0	0.270995670995671
"HPRR4320373"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320370"	1.0	1.0	1.0	1.0	0.3701399688958009	0.4555256064690027	0.3114241001564945	1.0	1.0	1.0	1.0	1.0
"HPRR4320371"	1.0	0.9401648154783232	1.0	0.4160714285714286	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320178"	1.0	0.3563748079877112	1.0	0.8836206896551724	1.0	0.19718309859154928	0.058	0.07643312101910828	0.7114503816793893	1.0	1.0	0.4024745269286754
"HPRR4320179"	0.6034639927073838	0.7431693989071039	1.0	0.8546120952962737	0.2054263565891473	0.3503184713375796	1.0	1.0	1.0	0.5990888382687927	0.812428078250863	0.8167420814479638
"HPRR2440465"	1.0	0.9564481006532785	0.7490580256217031	1.0	0.8209534368070953	0.9010934393638171	1.0	0.8987941429801894	0.7247023809523809	0.3582608695652174	1.0	1.0
"HPRR4291008"	1.0	1.0	0.7577639751552795	1.0	1.0	0.9583127775037	0.40897097625329815	1.0	0.5442424242424242	0.9623684210526315	0.929814385150812	0.9600899381675099
"HPRR4320170"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.39825581395348836	1.0	1.0	1.0
"HPRR4320171"	1.0	0.9163424124513618	0.6709621993127147	1.0	0.9314176245210728	0.9210526315789473	1.0	0.5459905660377359	1.0	0.8138319260152794	0.11422845691382766	1.0
"HPRR4320172"	1.0	1.0	1.0	0.7678571428571429	0.42937062937062936	1.0	0.41516709511568123	1.0	1.0	0.3862478777589134	0.3906614785992218	0.3633516053249804
"HPRR4320173"	0.8446753246753247	0.8682432432432432	0.9246800731261426	0.8058671268334772	0.8976307554760841	0.7591623036649214	0.8329798515376459	0.9607213438735178	0.5325	0.9623684210526315	0.929814385150812	0.9559244419004007
"HPRR4320174"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320175"	0.6619190404797601	1.0	1.0	1.0	1.0	0.8052117263843648	0.7147962830593281	1.0	0.6818558409279205	1.0	1.0	1.0
"HPRR4320176"	0.823404255319149	1.0	0.9447811447811448	0.9559330379123584	0.9522402757262433	1.0	0.8792730419731718	0.7667660208643815	1.0	0.525500322788896	1.0	1.0
"HPRR4320177"	0.08737864077669903	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320288"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320289"	0.474009900990099	1.0	0.2074468085106383	1.0	1.0	1.0	0.5893805309734513	1.0	1.0	1.0	1.0	1.0
"HPRR4320282"	0.5787476280834914	0.6352380952380953	0.9202569916855631	0.9559330379123584	0.9522402757262433	0.9442993907745866	0.5751633986928104	0.726897689768977	0.7143945163747144	1.0	0.8776978417266187	0.4024745269286754
"HPRR4320283"	0.662589928057554	0.746995994659546	0.9592384671711008	0.43686006825938567	0.5453474676089517	0.9155405405405406	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320280"	0.5786407766990291	0.7011494252873564	1.0	1.0	0.4948849104859335	0.4555256064690027	0.37945205479452054	0.63996138996139	1.0	1.0	1.0	1.0
"HPRR4320281"	1.0	0.8894148020654045	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.7564878892733564
"HPRR4320286"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9375945537065052	0.37019969278033793	1.0	1.0	0.8756319514661274
"HPRR4320287"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320284"	0.9074844074844075	1.0	0.5881763527054108	0.6305732484076433	0.9214463840399002	0.9064356435643565	0.48471121177802945	1.0	0.33818770226537215	0.8138319260152794	0.7954186413902053	0.5238693467336684
"HPRR4320285"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR3730312"	0.0	0.0	0.9592384671711008	0.9559330379123584	1.0	0.9583127775037	0.9571606475716065	0.9607213438735178	1.0	1.0	1.0	1.0
"HPRR3730314"	0.0	0.0	0.0	0.0	0.0	0.0	0.7810089020771513	0.6130030959752322	0.5511432009626955	1.0	0.11711711711711711	0.15030674846625766
"HPRR4320149"	0.634417808219178	0.6325940212150434	0.8267352185089974	0.7994530537830447	0.6070707070707071	0.6483300589390962	1.0	0.6544943820224719	0.8622987229317046	1.0	0.07104984093319194	1.0
"HPRR4320148"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320145"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR1410031"	0.0	0.0	0.9592384671711008	0.9559330379123584	0.8976307554760841	0.9583127775037	0.0021141649048625794	0.0	0.0	0.4223652453740949	0.5128205128205128	0.36484375
"HPRR4320144"	0.40830945558739257	1.0	0.4375	0.857486470234516	0.7049742710120068	0.6472332015810277	0.1728395061728395	0.6730418943533698	0.855129650507328	1.0	0.4320388349514563	0.37142857142857144
"HPRR4320147"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320146"	1.0	1.0	1.0	1.0	0.9391304347826087	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4291010"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR3870078"	0.9499281264973647	1.0	0.9592384671711008	0.9559330379123584	0.9522402757262433	0.9583127775037	0.9571606475716065	0.9607213438735178	0.9596258000984736	1.0	1.0	0.4045025417574437
"HPRR4320142"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8726985796948974	1.0	0.6635141861622698	0.6853245531514581
"HPRR290033"	0.45663265306122447	1.0	0.7336412625096228	0.9559330379123584	0.9182046979865772	1.0	0.8473551637279597	0.0	0.7004048582995951	1.0	0.08835758835758836	1.0
"HPRR3950020"	0.0	0.0	0.0	0.0	0.0	0.0	0.5431119920713577	0.0	0.757554945054945	0.8956137368242094	0.8415518491660624	0.8200523756079312
