"FDR"	"A1"	"A2"	"A3"	"B1"	"B2"	"B3"	"C1"	"C2"	"C3"	"D1"	"D2"	"D3"
"HPRR4320164"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR2441086"	0.99	0.99	0.99	0	0	0	0.99	0.99	0.99	0	0	0
"HPRR2990033"	0.99	0.99	0.99	0.99	0.99	0.99	0.99	0.99	0.99	0	0	0
"HPRR3780091"	0.99	0.99	0.99	0.99	0.99	0.99	0.99	0.99	0.99	0	0	0
"HPRR4220485"	0.99	0.99	0	0.99	0.99	0.99	0	0	0	0	0	0
"HPRR4320317"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR3920052"	0.99	0.99	0.99	0.99	0.99	0.99	0	0	0	0	0	0
"HPRR3760008"	0.99	0.99	0.99	0.99	0.99	0.99	0	0	0	0	0	0
"HPRR1951788"	0.99	0	0.99	0	0	0	0.99	0.99	0	0	0	0
"HPRR1470130"	0	0	0.99	0	0	0	0.99	0.99	0	0	0	0
"HPRR3450023"	0	0	0	0.99	0	0	0	0	0	0	0	0
"HPRR3450022"	0.99	0.99	0.99	0	0	0	0.99	0.99	0.99	0	0	0
"HPRR4390367"	0.99	0.99	0.99	0.99	0.99	0.99	0	0	0	0	0	0
"HPRR2390061"	0.99	0.99	0.99	0	0	0	0.99	0.99	0.99	0	0	0
"HPRR4340099"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4420088"	0.99	0.99	0.99	0.99	0.99	0.99	0	0	0	0	0	0
"HPRR4340098"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4110155"	0.99	0.99	0.99	0.99	0.99	0.99	0	0	0	0	0	0
"HPRR4340091"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR3720352"	0.99	0.99	0.99	0.99	0.99	0.99	0	0	0	0	0	0
"HPRR4340092"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4340097"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR2050032"	0.99	0.99	0.99	0	0	0	0.99	0.99	0.99	0	0	0
"HPRR4450069"	0	0.99	0	0.99	0.99	0.99	0	0	0	0	0	0
"HPRR3730168"	0.99	0.99	0.99	0.99	0.99	0.99	0	0	0	0	0	0
"HPRR3880146"	0.99	0	0	0.99	0.99	0.99	0	0	0	0	0.99	0
"HPRR2890041"	0.99	0.99	0.99	0	0	0	0.99	0.99	0.99	0	0	0
"HPRR1370013"	0.99	0.99	0.99	0	0	0	0.99	0.99	0.99	0	0	0
"HPRR4320628"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320629"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320624"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320625"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320626"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320627"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320620"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320621"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR3890559"	0.99	0.99	0.99	0.99	0.99	0.99	0	0	0	0	0	0
"HPRR4320623"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320574"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320575"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320576"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320577"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320570"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320571"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320572"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320573"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320578"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR3790889"	0.99	0.99	0.99	0.99	0.99	0.99	0	0	0	0	0	0
"HPRR2310052"	0.99	0.99	0.99	0	0	0	0.99	0.99	0.99	0	0	0
"HPRR4060158"	0.99	0.99	0.99	0.99	0.99	0.99	0.99	0.99	0.99	0	0	0
"HPRR3760765"	0.99	0.99	0.99	0.99	0.99	0.99	0	0	0	0	0	0
"HPRR4350096"	0.99	0.99	0.99	0.99	0.99	0.99	0	0	0	0	0	0
"HPRR4310001"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320196"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320197"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320194"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320195"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320192"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320193"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320190"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320191"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR3770042"	0.99	0.99	0.99	0.99	0.99	0.99	0	0	0	0	0	0
"HPRR4320198"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320199"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320378"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320379"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320376"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320377"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320374"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320375"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320373"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320370"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320371"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320178"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320179"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR2440465"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4291008"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320170"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320171"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320172"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320173"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320174"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320175"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320176"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320177"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320288"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320289"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320282"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320283"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320280"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320281"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320286"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320287"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320284"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320285"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR3730312"	0.99	0.99	0.99	0.99	0.99	0.99	0	0	0	0	0	0
"HPRR3730314"	0.99	0.99	0.99	0.99	0.99	0.99	0	0	0	0	0	0
"HPRR4320149"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320148"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320145"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR1410031"	0.99	0.99	0.99	0	0	0	0.99	0.99	0.99	0	0	0
"HPRR4320144"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320147"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320146"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4291010"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR3870078"	0.99	0.99	0.99	0.99	0.99	0.99	0	0	0	0	0	0
"HPRR4320142"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR290033"	0.99	0.99	0	0	0	0	0	0.99	0.99	0	0	0
"HPRR3950020"	0.99	0.99	0.99	0.99	0.99	0.99	0	0	0	0	0	0
"HPRR370244"	0.99	0.99	0.99	0	0	0	0.99	0.99	0.99	0	0	0
"HPRR3950025"	0.99	0.99	0.99	0.99	0.99	0.99	0	0	0	0	0	0
"HPRR2200011"	0.99	0.99	0.99	0	0	0	0.99	0.99	0.99	0	0	0
"HPRR2810004"	0.99	0.99	0.99	0	0	0	0.99	0.99	0.99	0	0	0
"HPRR670317"	0.99	0.99	1	0	0	0	0.99	0.99	0.99	0	0	0
"HPRR3720023"	0	0	0	0.99	0.99	0.99	0	0	0	0	0	0
"HPRR232384"	0.99	0.99	0.99	0	0	0	0.99	0.99	0.99	0	0	0
"HPRR2650003"	0.99	0.99	0.99	0	0	0	0.99	0.99	0.99	0	0	0
"HPRR340181"	0.99	0.99	0.99	0	0	0	0.99	0.99	0.99	0	0	0
"HPRR540013"	0.99	0.99	0.99	0	0	0	0.99	0.99	0.99	0	0	0
"HPRR540010"	0.99	0.99	0.99	0	0	0	0.99	0.99	0.99	0	0	0
"HPRR1440139"	0.99	0.99	0.99	0	0	0	0.99	0.99	0.99	0	0	0
"HPRR2760180"	0.99	0.99	0.99	0	0	0	0.99	0.99	0.99	0	0	0
"HPRR1450363"	0.99	0.99	0.99	0	0	0	0.99	0.99	0.99	0	0	0
"HPRR4110213"	0.99	0.99	0.99	0.99	0.99	0.99	0	0	0	0	0	0
"HPRR3890095"	0.99	0.99	0.99	0.99	0.99	0.99	0	0	0	0	0	0
"HPRR2470377"	0.99	0.99	0.99	0	0	0	0.99	0.99	0.99	0	0	0
"HPRR4340041"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR1900002"	0.99	0.99	0.99	0	0	0	0.99	0.99	0.99	0	0	0
"HPRR2250382"	0.99	0.99	0.99	0	0.99	0	0.99	0.99	0.99	0	0	0
"HPRR1840184"	0.99	0.99	0.99	0	0	0	0.99	0.99	0.99	0	0	0
"HPRR4320611"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320610"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320613"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320612"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320615"	0.99	0.99	0.99	0.99	0.99	0.99	0	0	0	0	0	0
"HPRR4320614"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320617"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320616"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320619"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320618"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4340093"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR1310038"	0.99	0.99	0.99	0	0	0	0	0	0	0	0	0
"HPRR4340095"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4340094"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4030352"	0.99	0.99	0.99	0.99	0.99	0.99	0	0.99	0	0	0	0
"HPRR3720606"	0.99	0.99	0.99	0.99	0.99	0.99	0.99	0.99	0.99	0	0	0
"HPRR3760567"	0.99	0.99	0.99	0.99	0.99	0.99	0	0	0	0	0	0
"HPRR3760711"	0.99	0.99	0.99	0.99	0.99	0.99	0	0	0	0	0	0
"HPRR4310003"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4310002"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR3730589"	0.99	0.99	0.99	0.99	0.99	0.99	0.99	0.99	0.99	0	0	0
"HPRR4310007"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4310006"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4310005"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4310004"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4310009"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4310008"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320383"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320382"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320381"	0.99	0.99	0.99	0.99	0.99	0.99	0	0	0	0	0	0
"HPRR4320380"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320387"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320386"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320385"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320384"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320389"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320388"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4291018"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4291019"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4291014"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4291015"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4291016"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4291017"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320141"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320140"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320143"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4291013"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320549"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320548"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4000324"	0	0	0.99	0.99	0.99	0.99	0	0	0	0	0	0
"HPRR4320541"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320540"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320543"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320542"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320545"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320544"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320547"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320546"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR1951431"	0.99	0.99	0.99	0	0	0	0.99	0.99	0.99	0	0	0
"HPRR2390049"	0.99	0.99	0.99	0	0	0	0.99	0.99	0.99	0	0	0
"HPRR2390048"	0.99	0.99	0.99	0	0	0	0.99	0.99	0.99	0	0	0
"HPRR680239"	0.99	0.99	0.99	0	0	0	0.99	0.99	0.99	0	0	0
"HPRR2880070"	0.99	0.99	0.99	0	0	0	0.99	0.99	0.99	0	0	0
"HPRR4290875"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4290874"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4290877"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4290876"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4290870"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4290873"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4290879"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR360208"	0	0	0	0	0	0	0.99	0.99	0.99	0	0	0
"HPRR500083"	0.99	0.99	0.99	0	0	0	0.99	0.99	0.99	0	0	0
"HPRR4280132"	0.99	0.99	0.99	0.99	0.99	0.99	0	0	0	0	0	0
"HPRR4320638"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4110358"	0.99	0	0.99	0.99	0.99	0.99	0	0	0	0	0	0
"HPRR4110422"	0.99	0.99	0.99	0.99	0.99	0.99902	0	0	0	0	0	0
"HPRR4030335"	0.99	0.99	0.99	0.99	0.99	0.99	0	0	0	0	0	0
"HPRR4040559"	0.99	0.99	0.99	0.99	0.99	0.99	0	0	0	0	0	0
"HPRR4320567"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320566"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320565"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR3690184"	0.99	0.99	0.99	0.99	0.99	0.99	0	0	0	0	0	0
"HPRR4320564"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320563"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320290"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320293"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320292"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR1450319"	0.99	0.99	0.99	0	0	0	0.99	0.99	0.99	0	0	0
"HPRR4320116"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320117"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320114"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320115"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320444"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320445"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4190550"	0.99	0.99	0.99	1	0.99	0.99	0	0	0	0	0	0
"HPRR4320446"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4470205"	0.99	0.99	0.99	0.99	0.99	0.99	0	0	0	0	0	0
"HPRR3890570"	0.99	0	0.99	0.99	0.99	0.99	0	0	0	0	0	0
"HPRR4320606"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320607"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320604"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320605"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320602"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320603"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320600"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320601"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4340086"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR3720617"	0.99	0.99	0.99	0.99	0.99	0.99	0	0	0	0	0	0
"HPRR2050028"	0.99	0.99	0.99	0	0	0	0.99	0.99	0.99	0	0	0
"HPRR4340085"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4340082"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4340083"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320608"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320609"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4030012"	0.99	0.99	0.99	0.99	0.99	0.99	0	0	0	0	0	0
"HPRR3760498"	0.99	0.99	0.99	0.99	0.99	0.99	0	0	0	0	0	0
"HPRR4310010"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4310011"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4310012"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4310013"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4310014"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4310015"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4310016"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4310017"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4310018"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4310019"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320390"	0	0	0	0.99	0.99	0.99	0	0	0	0	0	0
"HPRR4320391"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320392"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320393"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320394"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320395"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320396"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320397"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320398"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320399"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320152"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4291020"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4291023"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4291022"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320156"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320157"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320154"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320155"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4291028"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320158"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320159"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR3760142"	0.99	0.99	0.99	0.99	0.99	0.99	0	0	0	0	0	0
"HPRR4320558"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR1450059"	0.99	0.99	0.99	0	0	0	0.99	0.99	0.99	0	0	0
"HPRR4320556"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320557"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320554"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320555"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320552"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320553"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320550"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR4320551"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR3920089"	0.99	0.99	0.99	0.99	0.99	0.99	0	0	0	0	0	0
"HPRR2390052"	0	0	0	0	0	0	0.99	0.99	0.99	0	0	0
"HPRR2390053"	0	0	0	0	0	0	0	0	0	0	0	0
"HPRR2390055"	0.99	0.99	0.99	0	0	0	0.99	0.99	0.99	0	0	0
"HPRR280003"	0.99	0.99	0.99	0	0	0	0.99	0.99	0.99	0	0	0
"HPRR231541"	0	0.99	0	0	0	0	0	0	0	0	0	0
"HPRR4190307"	0.99	0.99	0.99	0.99	0.99	0.99	0	0	0	0	0	0
"HPRR2970116"	0.99	0.99	0.99	0.99	0.99	0.99	0.99	0.99	0	0	0	0
"HPRR230897"	0.99	0.99	0.99	0	0	0	0.99	0.99	0.99	0	0	0
"HPRR2500716"	0.99	0.99	0.99	0	0	0	0.99	0.99	0.99	0	0	0
